ŒLCD ID:5510
DATA,period_ms,real_hour_sin,real_hour_cos,lux,pv_v,pv_p,home_v,home_soc,load_p,car_soc,human_soc,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h
CTP ID:9147
DATA,312000,-0.894934,0.446198,2500.0,8.149,8.194,7.719,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,314000,-0.894870,0.446328,2500.0,8.149,8.194,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,316000,-0.894804,0.446458,2500.0,8.149,8.198,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,318000,-0.894740,0.446588,2500.0,8.150,8.198,7.721,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,320000,-0.894675,0.446719,2500.0,8.150,8.198,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,322000,-0.894610,0.446848,2500.0,8.150,8.202,7.721,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,324000,-0.894545,0.446979,2500.0,8.149,8.196,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,326000,-0.894480,0.447109,2500.0,8.149,8.194,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,328000,-0.894414,0.447239,2500.0,8.150,8.196,7.721,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,330000,-0.894349,0.447369,2500.0,8.149,8.194,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,332000,-0.894284,0.447499,2500.0,8.150,8.196,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,334000,-0.894219,0.447629,2500.0,8.150,8.196,7.721,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,336000,-0.894154,0.447759,2500.0,8.150,8.190,7.721,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,338000,-0.894089,0.447890,2500.0,8.150,8.190,7.721,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,340000,-0.894024,0.448019,2500.0,8.150,8.194,7.720,72.5,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,342000,-0.893959,0.448149,2500.0,8.150,8.196,7.722,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,344000,-0.893894,0.448279,2500.0,8.150,8.200,7.721,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,346000,-0.893828,0.448410,2500.0,8.150,8.200,7.722,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,348000,-0.893763,0.448539,2500.0,8.150,8.194,7.722,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,350000,-0.893698,0.448669,2500.0,8.150,8.190,7.722,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,352000,-0.893633,0.448799,2500.0,8.150,8.188,7.722,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,354000,-0.893567,0.448930,2500.0,8.150,8.188,7.722,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,356000,-0.893502,0.449059,2500.0,8.151,8.192,7.722,72.7,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,358000,-0.893437,0.449189,2500.0,8.151,8.192,7.723,72.7,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,360000,-0.893371,0.449319,2500.0,8.151,8.194,7.722,72.7,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,362000,-0.893306,0.449449,2500.0,8.152,8.198,7.724,72.7,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,364000,-0.893241,0.449579,2500.0,8.153,8.200,7.724,72.7,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,366000,-0.893175,0.449709,2500.0,8.153,8.204,7.724,72.8,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,368000,-0.893110,0.449839,2500.0,8.154,8.208,7.723,72.7,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,370000,-0.893044,0.449969,2500.0,8.154,8.210,7.722,72.6,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,372000,-0.892979,0.450098,2500.0,8.154,8.210,7.724,72.8,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,374000,-0.892913,0.450229,2500.0,8.154,8.212,7.724,72.8,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
DATA,376000,-0.892848,0.450358,2500.0,8.154,8.210,7.724,72.8,2.705,94.0,26.1,1,0,1,1,0,0,1,0,0
